genome	cluster.x	size.x	extended_phylogeny.x	succinct_phylogeny.x	final_representative.x	rep_accession.x	final_classification.x	genus_count	designated_type_species	updated_classification.x	initial_classification.x	accession	genome_extended.x	genome_type.x	is_95ANI_rep.x	new_isolate.x	isolate_origin.x	name	cluster.y	size.y	extended_phylogeny.y	succinct_phylogeny.y	final_representative.y	rep_accession.y	ecogenomics_classificaion	classification_preprint	final_classification.y	updated_classification.y	initial_classification.y	accession_underscore	genome_extended.y	genome_type.y	is_95ANI_rep.y	new_isolate.y	existing_isolate	isolate_origin.y	RefSeq_Assembly_.IMG_Genome_ID	SAG_or_Isolate_ID	Genome_Origin	Subgroup	Included_in_read_recruitment	Sampling_Date_MM.DD.YY	Depth_m	Latitude_deg	Longitude_deg	Completeness.x	Contamination.x	GC.x	Genome_Size	Longest_Contig	Mean_Contig_Length	N50_contigs	Ambiguous_Bases	X._Predicted_Genes	X._Contigs	reference	Category	SAG	Sample	project	cruise_name	cruise_id	station	bottle_id	depth_m.x	latitude_degrees_north	longitude_degrees_east	sample_date	longhurst_province	full_file_name	GC.y	GC.std	Genome.size	X..ambiguous.bases	X..scaffolds	X..contigs	Longest.scaffold	Longest.contig	N50..scaffolds.	N50..contigs.	Mean.scaffold.length	Mean.contig.length	Coding.density	Translation.table	X..predicted.genes	Completeness.y	Contamination.y	number	X95_rep	mia_incl	type.x	lineage	environment_type	depth_m.y	cluster_88	cluster_95	cluster_98	red77	node_77	red88	node_88	red92	node_92	user_genome	user_genome.1	classification	genus_gtdb_count	msa_percent	closest_genome_ani	domain_gtdb	phylum_gtdb	class_gtdb	order_gtdb	family_gtdb	genus_gtdb	species_gtdb	X	X.1
GCA_902524945_1_AG_337_E15	cluster_000267	1	include	include	GCA_902524945.1_AG-337-E15	GCA_902524945.1	II	NA	FALSE	II	IIa	GCA_902524945.1	GCA_902524945.1_AG-337-E15	SAG	TRUE	NA	NA	GCA_902524945_1_AG_337_E15	cluster_000267	1	include	include	GCA_902524945.1_AG-337-E15	GCA_902524945.1	NA	II	II	II	IIa	GCA_902524945_1	GCA_902524945.1_AG-337-E15	SAG	TRUE	NA	NA	NA	GCA_902524945.1	AG-337-E15	SAG	II	yes	12/8/10	14	-26.25	-103.96	93.4	0	0.296	1014038	221179	33801.2667	86409	0	1100	30	Pachiadaki_et_al__2019	SAG	AG-337-E15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GCA_902524945.1_AG-337-E15_genomic	0.296004686	0.020314802	1014038	0	30	30	221179	221179	86409	86409	33801.26667	33801.26667	0.969424223	11	1100	93.37349398	0	78	yes	incl	SAG	IIa	offshore	14	cluster_000091	cluster_000249	cluster_000436	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902524945.1	GCA_902524945.1_AG-337-E15_Mixed_layer_50%_PAR_SAR11_Unclass_North_Chile_offshore_14	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902524945	11	85.14	97.8	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter ubique	NA	NA
GCA_902616145_1_AG_919_I13	cluster_000075	1	include	include	GCA_902616145.1_AG-919-I13	GCA_902616145.1	II	NA	FALSE	II	IIa	GCA_902616145.1	GCA_902616145.1_AG-919-I13	SAG	TRUE	NA	NA	GCA_902616145_1_AG_919_I13	cluster_000075	1	include	include	GCA_902616145.1_AG-919-I13	GCA_902616145.1	NA	II	II	II	IIa	GCA_902616145_1	GCA_902616145.1_AG-919-I13	SAG	TRUE	NA	NA	NA	GCA_902616145.1	AG-919-I13	SAG	II	yes	7/14/09	10	31.07	-64.17	95.2	0	0.299	1037790	250845	69186	131525	0	1116	15	Pachiadaki_et_al__2019	SAG	AG-919-I13	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902616145.1_AG-919-I13_genomic	0.298977635	0.020426328	1037790	0	15	15	250845	250845	131525	131525	69186	69186	0.965338845	11	1116	95.18072289	0	327	yes	incl	SAG	IIa	offshore	10	cluster_000096	cluster_000280	cluster_000207	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902616145.1	GCA_902616145.1_AG-919-I13_BATS_Mixed_Layer_~20%_narB_SAR11_Unclass_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902616145	11	65.78	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp003279715	NA	NA
GCA_902598735_1_AG_916_L09	cluster_000240	1	include	include	GCA_902598735.1_AG-916-L09	GCA_902598735.1	II	NA	FALSE	II	IIa	GCA_902598735.1	GCA_902598735.1_AG-916-L09	SAG	TRUE	NA	NA	GCA_902598735_1_AG_916_L09	cluster_000240	1	include	include	GCA_902598735.1_AG-916-L09	GCA_902598735.1	NA	II	II	II	IIa	GCA_902598735_1	GCA_902598735.1_AG-916-L09	SAG	TRUE	NA	NA	NA	GCA_902598735.1	AG-916-L09	SAG	II	yes	7/14/09	10	31.07	-64.17	88	0	0.2972	889332	185014	44466.6	90845	0	969	20	Pachiadaki_et_al__2019	SAG	AG-916-L09	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902598735.1_AG-916-L09_genomic	0.29721184	0.036162445	889332	0	20	20	185014	185014	90845	90845	44466.6	44466.6	0.963320785	11	969	87.95180723	0	275	yes	incl	SAG	IIa	offshore	10	cluster_000104	cluster_000285	cluster_000411	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902598735.1	GCA_902598735.1_AG-916-L09_BATS_Mixed_Layer_~20%_narB_SAR11_Unclass_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902598735	11	85.22	95.18	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp900177485	NA	NA
GCA_902579115_1_AG_911_G13	cluster_000077	1	include	include	GCA_902579115.1_AG-911-G13	GCA_902579115.1	II	NA	FALSE	II	IIa	GCA_902579115.1	GCA_902579115.1_AG-911-G13	SAG	TRUE	NA	NA	GCA_902579115_1_AG_911_G13	cluster_000077	1	include	include	GCA_902579115.1_AG-911-G13	GCA_902579115.1	NA	II	II	II	IIa	GCA_902579115_1	GCA_902579115.1_AG-911-G13	SAG	TRUE	NA	NA	NA	GCA_902579115.1	AG-911-G13	SAG	II	yes	7/14/09	10	31.07	-64.17	96	0	0.2973	1000596	325324	43504.1739	101000	0	1100	23	Pachiadaki_et_al__2019	SAG	AG-911-G13	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902579115.1_AG-911-G13_genomic	0.297250839	0.019897226	1000596	0	23	23	325324	325324	101000	101000	43504.17391	43504.17391	0.964042431	11	1100	95.98393574	0	210	yes	incl	SAG	IIa	offshore	10	cluster_000171	cluster_000052	cluster_000346	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902579115.1	GCA_902579115.1_AG-911-G13_BATS_Mixed_Layer_~20%_narB_SAR11_Unclass_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902579115	11	83.95	N/A	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__	NA	NA
GCA_902552345_1_AG_903_M21	cluster_000275	1	include	include	GCA_902552345.1_AG-903-M21	GCA_902552345.1	II	NA	FALSE	II	IIa	GCA_902552345.1	GCA_902552345.1_AG-903-M21	SAG	TRUE	NA	NA	GCA_902552345_1_AG_903_M21	cluster_000275	1	include	include	GCA_902552345.1_AG-903-M21	GCA_902552345.1	NA	II	II	II	IIa	GCA_902552345_1	GCA_902552345.1_AG-903-M21	SAG	TRUE	NA	NA	NA	GCA_902552345.1	AG-903-M21	SAG	II	yes	7/14/09	10	31.07	-64.17	87.5	0	0.2985	997704	270347	49885.2	240695	0	1065	20	Pachiadaki_et_al__2019	SAG	AG-903-M21	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902552345.1_AG-903-M21_genomic	0.298460265	0.014658254	997704	0	20	20	270347	270347	240695	240695	49885.2	49885.2	0.967658744	11	1065	87.51369113	0	138	yes	incl	SAG	IIa	offshore	10	cluster_000050	cluster_000152	cluster_000109	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902552345.1	GCA_902552345.1_AG-903-M21_BATS_Mixed_Layer_~20%_narB_SAR11_Unclass_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902552345	11	86.04	N/A	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__	NA	NA
GCA_902572345_1_AG_422_F15	cluster_000042	1	include	include	GCA_902572345.1_AG-422-F15	GCA_902572345.1	II	NA	FALSE	II	IIa	GCA_902572345.1	GCA_902572345.1_AG-422-F15	SAG	TRUE	NA	NA	GCA_902572345_1_AG_422_F15	cluster_000042	1	include	include	GCA_902572345.1_AG-422-F15	GCA_902572345.1	NA	II	II	II	IIa	GCA_902572345_1	GCA_902572345.1_AG-422-F15	SAG	TRUE	NA	NA	NA	GCA_902572345.1	AG-422-F15	SAG	II	yes	10/24/10	57.7	24	-22	86.7	0	0.2991	993525	150289	47310.7143	110749	0	1063	21	Pachiadaki_et_al__2019	SAG	AG-422-F15	SWC-14	GEOTRACES	GA03(L1)	KN199	7	841892	57.7	24	_22	10/24/10	NATR	GCA_902572345.1_AG-422-F15_genomic	0.299054377	0.017719134	993525	0	21	21	150289	150289	110749	110749	47310.71429	47310.71429	0.965415063	11	1063	86.74698795	0	186	yes	incl	SAG	IIa	offshore	57.7	cluster_000128	cluster_000315	cluster_000072	RED77_5	974	RED88_14	998	RED92_24	1000	GCA_902572345.1	GCA_902572345.1_AG-422-F15_Coastal_North_Africa_SAR11_Surface2_Western_Sahara_offshore_58	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902572345	11	85.96	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp000155895	NA	NA
GCA_902601705_1_AG_917_F18	cluster_000007	1	include	include	GCA_902601705.1_AG-917-F18	GCA_902601705.1	II	NA	FALSE	II	IIa	GCA_902601705.1	GCA_902601705.1_AG-917-F18	SAG	TRUE	NA	NA	GCA_902601705_1_AG_917_F18	cluster_000007	1	include	include	GCA_902601705.1_AG-917-F18	GCA_902601705.1	NA	II	II	II	IIa	GCA_902601705_1	GCA_902601705.1_AG-917-F18	SAG	TRUE	NA	NA	NA	GCA_902601705.1	AG-917-F18	SAG	II	yes	7/14/09	10	31.07	-64.17	97.6	0	0.2974	1079329	325155	71955.2667	163577	0	1175	15	Pachiadaki_et_al__2019	SAG	AG-917-F18	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902601705.1_AG-917-F18_genomic	0.297396809	0.031266097	1079329	0	15	15	325155	325155	163577	163577	71955.26667	71955.26667	0.966197517	11	1175	97.59036145	0	286	yes	incl	SAG	IIa	offshore	10	cluster_000148	cluster_000043	cluster_000386	RED77_5	974	RED88_14	998	RED92_24	1000	GCA_902601705.1	GCA_902601705.1_AG-917-F18_BATS_Mixed_Layer_~20%_narB_SAR11_Surface2_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902601705	11	81.35	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902578775	NA	NA
GCA_902598125_1_AG_453_G04	cluster_000169	1	include	include	GCA_902598125.1_AG-453-G04	GCA_902598125.1	II	NA	FALSE	II	IIa	GCA_902598125.1	GCA_902598125.1_AG-453-G04	SAG	TRUE	NA	NA	GCA_902598125_1_AG_453_G04	cluster_000169	1	include	include	GCA_902598125.1_AG-453-G04	GCA_902598125.1	NA	II	II	II	IIa	GCA_902598125_1	GCA_902598125.1_AG-453-G04	SAG	TRUE	NA	NA	NA	GCA_902598125.1	AG-453-G04	SAG	II	yes	5/16/11	50.6	-30	156	87.7	0	0.2957	1020124	389514	102012.4	196520	0	1080	10	Pachiadaki_et_al__2019	SAG	AG-453-G04	SWC-20	GEOTRACES	GP13(L1)	SS2011	4	1223543	50.6	_30	156	5/16/11	AUSE	GCA_902598125.1_AG-453-G04_genomic	0.295707189	0.02158964	1020124	0	10	10	389514	389514	196520	196520	102012.4	102012.4	0.965529681	11	1080	87.73274918	0	273	yes	incl	SAG	IIa	offshore	50.6	cluster_000086	cluster_000195	cluster_000127	RED77_5	974	RED88_14	998	RED92_24	1000	GCA_902598125.1	GCA_902598125.1_AG-453-G04_Austrialia_coast_SAR11_Surface2_NewSouthWales_offshore_51	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902598125	11	85.98	N/A	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__	NA	NA
GCA_902557775_1_AG_905_B19	cluster_000272	1	include	include	GCA_902557775.1_AG-905-B19	GCA_902557775.1	II	NA	FALSE	II	IIa	GCA_902557775.1	GCA_902557775.1_AG-905-B19	SAG	TRUE	NA	NA	GCA_902557775_1_AG_905_B19	cluster_000272	1	include	include	GCA_902557775.1_AG-905-B19	GCA_902557775.1	NA	II	II	II	IIa	GCA_902557775_1	GCA_902557775.1_AG-905-B19	SAG	TRUE	NA	NA	NA	GCA_902557775.1	AG-905-B19	SAG	II	yes	7/14/09	10	31.07	-64.17	88	0	0.2959	957653	396648	41637.087	149228	0	1048	23	Pachiadaki_et_al__2019	SAG	AG-905-B19	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902557775.1_AG-905-B19_genomic	0.295874393	0.020718075	957653	0	23	23	396648	396648	149228	149228	41637.08696	41637.08696	0.966039891	11	1048	87.95180723	0	153	yes	incl	SAG	IIa	offshore	10	cluster_000127	cluster_000025	cluster_000184	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902557775.1	GCA_902557775.1_AG-905-B19_BATS_Mixed_Layer_~20%_narB_SAR11_Unclass_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902557775	11	86.02	99.98	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902567435	NA	NA
GCA_902587515_1_AG_913_I14	cluster_000223	1	include	include	GCA_902587515.1_AG-913-I14	GCA_902587515.1	II	NA	FALSE	II	IIa	GCA_902587515.1	GCA_902587515.1_AG-913-I14	SAG	TRUE	NA	NA	GCA_902587515_1_AG_913_I14	cluster_000223	1	include	include	GCA_902587515.1_AG-913-I14	GCA_902587515.1	NA	II	II	II	IIa	GCA_902587515_1	GCA_902587515.1_AG-913-I14	SAG	TRUE	NA	NA	NA	GCA_902587515.1	AG-913-I14	SAG	II	yes	7/14/09	10	31.07	-64.17	97	0	0.2951	1047064	230704	58170.2222	165018	0	1124	18	Pachiadaki_et_al__2019	SAG	AG-913-I14	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902587515.1_AG-913-I14_genomic	0.295089889	0.019018364	1047064	0	18	18	230704	230704	165018	165018	58170.22222	58170.22222	0.963788269	11	1124	96.98795181	0	235	yes	incl	SAG	IIa	offshore	10	cluster_000095	cluster_000272	cluster_000096	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902587515.1	GCA_902587515.1_AG-913-I14_BATS_Mixed_Layer_~20%_narB_SAR11_Unclass_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902587515	11	85.32	95.05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp900177485	NA	NA
GCA_902523185_1_AG_895_E15	cluster_000038	1	include	include	GCA_902523185.1_AG-895-E15	GCA_902523185.1	II	NA	FALSE	II	IIa	GCA_902523185.1	GCA_902523185.1_AG-895-E15	SAG	TRUE	NA	NA	GCA_902523185_1_AG_895_E15	cluster_000038	1	include	include	GCA_902523185.1_AG-895-E15	GCA_902523185.1	NA	II	II	II	IIa	GCA_902523185_1	GCA_902523185.1_AG-895-E15	SAG	TRUE	NA	NA	NA	GCA_902523185.1	AG-895-E15	SAG	II	yes	7/14/09	10	31.07	-64.17	86.7	0	0.3008	963975	144174	26053.3784	99076	0	1036	37	Pachiadaki_et_al__2019	SAG	AG-895-E15	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902523185.1_AG-895-E15_genomic	0.300815893	0.018747469	963975	0	37	37	144174	144174	99076	99076	26053.37838	26053.37838	0.964581032	11	1036	86.74698795	0	69	yes	incl	SAG	IIa	offshore	10	cluster_000078	cluster_000333	cluster_000139	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902523185.1	GCA_902523185.1_AG-895-E15_BATS_Mixed_Layer_~20%_narB_SAR11_Unclass_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902523185	11	85.94	98.58	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter ubique	NA	NA
GCA_902615435_1_AG_891_O15	cluster_000278	1	include	include	GCA_902615435.1_AG-891-O15	GCA_902615435.1	II	NA	FALSE	II	IIa	GCA_902615435.1	GCA_902615435.1_AG-891-O15	SAG	TRUE	NA	NA	GCA_902615435_1_AG_891_O15	cluster_000278	1	include	include	GCA_902615435.1_AG-891-O15	GCA_902615435.1	NA	II	II	II	IIa	GCA_902615435_1	GCA_902615435.1_AG-891-O15	SAG	TRUE	NA	NA	NA	GCA_902615435.1	AG-891-O15	SAG	II	yes	7/14/09	10	31.07	-64.17	91.6	0	0.2964	1039309	179775	43304.5417	118690	0	1119	24	Pachiadaki_et_al__2019	SAG	AG-891-O15	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902615435.1_AG-891-O15_genomic	0.296354597	0.030605285	1039309	0	24	24	179775	179775	118690	118690	43304.54167	43304.54167	0.965458781	11	1119	91.56626506	0	323	yes	incl	SAG	IIa	offshore	10	cluster_000028	cluster_000089	cluster_000324	RED77_5	974	RED88_14	998	RED92_24	1000	GCA_902615435.1	GCA_902615435.1_AG-891-O15_BATS_Mixed_Layer_~20%_narB_SAR11_Surface2_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902615435	11	85.36	N/A	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__	NA	NA
GCA_902578315_1_AG_911_E05	cluster_000248	1	include	include	GCA_902578315.1_AG-911-E05	GCA_902578315.1	II	NA	FALSE	II	IIa	GCA_902578315.1	GCA_902578315.1_AG-911-E05	SAG	TRUE	NA	NA	GCA_902578315_1_AG_911_E05	cluster_000248	1	include	include	GCA_902578315.1_AG-911-E05	GCA_902578315.1	NA	II	II	II	IIa	GCA_902578315_1	GCA_902578315.1_AG-911-E05	SAG	TRUE	NA	NA	NA	GCA_902578315.1	AG-911-E05	SAG	II	yes	7/14/09	10	31.07	-64.17	84.8	0	0.2986	957569	280839	36829.5769	110732	0	1037	26	Pachiadaki_et_al__2019	SAG	AG-911-E05	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902578315.1_AG-911-E05_genomic	0.298596759	0.024470702	957569	0	26	26	280839	280839	110732	110732	36829.57692	36829.57692	0.964219811	11	1037	84.75935829	0	206	yes	incl	SAG	IIa	offshore	10	cluster_000161	cluster_000055	cluster_000414	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902578315.1	GCA_902578315.1_AG-911-E05_BATS_Mixed_Layer_~20%_narB_SAR11_Unclass_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902578315	11	84.69	N/A	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__	NA	NA
GCA_902617025_1_AG_919_M05	cluster_000331	1	include	include	GCA_902617025.1_AG-919-M05	GCA_902617025.1	II	NA	FALSE	II	IIa	GCA_902617025.1	GCA_902617025.1_AG-919-M05	SAG	TRUE	NA	NA	GCA_902617025_1_AG_919_M05	cluster_000331	1	include	include	GCA_902617025.1_AG-919-M05	GCA_902617025.1	NA	II	II	II	IIa	GCA_902617025_1	GCA_902617025.1_AG-919-M05	SAG	TRUE	NA	NA	NA	GCA_902617025.1	AG-919-M05	SAG	II	yes	7/14/09	10	31.07	-64.17	92.8	0	0.297	1036903	265155	64806.4375	170351	0	1110	16	Pachiadaki_et_al__2019	SAG	AG-919-M05	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902617025.1_AG-919-M05_genomic	0.296973777	0.030052651	1036903	0	16	16	265155	265155	170351	170351	64806.4375	64806.4375	0.965339092	11	1110	92.77108434	0	333	yes	incl	SAG	IIa	offshore	10	cluster_000102	cluster_000293	cluster_000281	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902617025.1	GCA_902617025.1_AG-919-M05_BATS_Mixed_Layer_~20%_narB_SAR11_Surface2_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902617025	11	NA	NA	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp014653365	NA	NA
GCA_902616675_1_AG_919_K20	cluster_000047	1	include	include	GCA_902616675.1_AG-919-K20	GCA_902616675.1	II	NA	FALSE	II	IIa	GCA_902616675.1	GCA_902616675.1_AG-919-K20	SAG	TRUE	NA	NA	GCA_902616675_1_AG_919_K20	cluster_000047	1	include	include	GCA_902616675.1_AG-919-K20	GCA_902616675.1	NA	II	II	II	IIa	GCA_902616675_1	GCA_902616675.1_AG-919-K20	SAG	TRUE	NA	NA	NA	GCA_902616675.1	AG-919-K20	SAG	II	yes	7/14/09	10	31.07	-64.17	85.5	0	0.2965	902962	306093	60197.4667	147145	0	977	15	Pachiadaki_et_al__2019	SAG	AG-919-K20	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902616675.1_AG-919-K20_genomic	0.296486452	0.020195957	902962	0	15	15	306093	306093	147145	147145	60197.46667	60197.46667	0.96449463	11	977	85.54216867	0	330	yes	incl	SAG	unknown	offshore	10	cluster_000110	cluster_000087	cluster_000164	RED77_5	974	RED88_11	990	RED92_18	990	GCA_902616675.1	GCA_902616675.1_AG-919-K20_BATS_Mixed_Layer_~20%_narB_SAR11_Surface3_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__MED727;s__MED727 sp902616675	10	74.46	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902618855	NA	NA
GCA_902582165_1_AG_912_D17	cluster_000304	1	include	include	GCA_902582165.1_AG-912-D17	GCA_902582165.1	II	NA	FALSE	II	IIa	GCA_902582165.1	GCA_902582165.1_AG-912-D17	SAG	TRUE	NA	NA	GCA_902582165_1_AG_912_D17	cluster_000304	1	include	include	GCA_902582165.1_AG-912-D17	GCA_902582165.1	NA	II	II	II	IIa	GCA_902582165_1	GCA_902582165.1_AG-912-D17	SAG	TRUE	NA	NA	NA	GCA_902582165.1	AG-912-D17	SAG	II	yes	7/14/09	10	31.07	-64.17	86.1	0	0.2971	954469	272658	28923.303	99143	0	1052	33	Pachiadaki_et_al__2019	SAG	AG-912-D17	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902582165.1_AG-912-D17_genomic	0.297149515	0.024372953	954469	0	33	33	272658	272658	99143	99143	28923.30303	28923.30303	0.964596021	11	1052	86.14457831	0	219	yes	incl	SAG	IIa	offshore	10	cluster_000162	cluster_000208	cluster_000198	RED77_5	974	RED88_14	998	RED92_25	1012	GCA_902582165.1	GCA_902582165.1_AG-912-D17_BATS_Mixed_Layer_~20%_narB_SAR11_Unclass_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902582165	11	85.38	N/A	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__	NA	NA
